textos,verdadeira,data,links
"Enquanto o mundo estava preocupado com a COVID-19, as empresas chinesas conseguiram comprar a Volvo, Pirelli, Thomas Cook e parte da Mercedes Benz.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-china-multinacionais-covid/
"A vacina CoronaVac, que está sendo desenvolvida na China e será testada no Brasil, não foi testada em nenhum outro lugar do mundo.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-oms-coronavac-teste/
"Duas fotos: uma, de uma amígdala inchada e a outra, saudável. A legenda diz que o primeiro é de um paciente COVID-19.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-foto-amigdalas-relacao-covid/
"Um texto de C. S. Lewis, de 1942, fala sobre uma ""pandemia de medo"". Diz que o diabo levou muitas almas para o inferno porque elas se apegaram demais às suas vidas terrenas, através do medo.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/19/verificamos-pandemia-do-medo-c-s-lewis/
"Donald Trump disse que o Brasil é o único país em que a Suprema Corte (Supremo Tribunal Federal) está prejudicando a capacidade do governo nacional de lidar com oa COVID-19. Além disso, ele criticou os governadores estaduais brasileiros.",1,19/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/19/verificamos-trump-supremo-pandemia/
"João Doria, governador de São Paulo, disse que a vacina chinesa CoronaVac, que será testada no Brasil, será testada apenas em idosos, que receberão 1,5 mil reais (cerca de 250 dólares americanos).",1,19/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/19/verificamos-doria-vacina-idosos/
Vídeo mostra trabalhadores da saúde dançando em um hospital. A legenda diz que foi filmada em Israel após a cura de todos os pacientes com COVID-19 no hospital.,1,22/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/22/verificamos-medicos-dancando-video-covid-19-israel/
"Médicos incluem ""suspeito de COVID-19"" nos atestados de óbito porque os hospitais recebem 18.000 reais por cada morte registrada como COVID-19.",1,22/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/22/verificamos-hospitais-verba-covid/
"Vídeo mostra trabalhadores da saúde comemorando em um hospital. A legenda diz que foi filmado no Hospital Messejana, em Fortaleza, depois que todos os pacientes com COVID-19 foram curados e uma ala hospitalar inteira foi fechada.",1,22/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/22/verificamos-hospital-messejana-covid-19/
"João Doria, governador de São Paulo, testou positivo para COVID-19.",1,22/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/22/verificamos-doria-positivo-covid/
A Marinha do Brasil estabeleceu um protocolo de tratamento para pacientes com COVID-19 com sintomas leves usando Invermectina.,1,23/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/23/verificamos-marinha-protocolo-ivermectina/
"Bruno Covas, prefeito de São Paulo, admitiu o uso de cloroquina. Ele proibiu a droga em São Paulo.",1,29/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/29/verificamos-covas-cloroquina-tratamento/
"Denis Mukwege, ganhador do Prêmio Nobel, renunciou ao cargo de chefe de um comitê para lidar com a pandemia após ser solicitado a forjar o número de casos e mortes de COVID-19.",1,30/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/30/verificamos-nobel-paz-covid/
O Supremo Tribunal Federal decidiu que o governo federal não se responsabiliza no combate à crise do COVID-19; isso deve ser feito pelos governos estaduais e municipais.,1,01/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-stf-bolsonaro-covid/
A Xiaomi está distribuindo smartphones gratuitos para estudantes que estão atualmente em isolamento precisam de um telefone para estudar.,1,01/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-xiaomi-celulares-covid/
"Raissa Soares, uma médica na Bahia, foi demitida de um hospital estadual sob ordens de Rui Costa, governador da Bahia. Ela foi demitida porque favoreceu o uso de hidroxicloroquina contra a COVID-19.",1,02/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/02/verificamos-medica-bahia-demitida/
Uma nova pandemia começou na China e já existem casos na Europa e em outros países asiáticos. Um tipo de gripe suína está se espalhando para os seres humanos.,1,02/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/02/verificamos-novo-virus-gripe-porcos-china/
Primeira ministra da Austrália foi flagrada em vídeo fingindo receber vacina contra a COVID-19.,1,02/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/02/verificamos-ministra-australia-vacina/
Melão e laranja são medicamentos eficazes contra a COVID-19.,1,02/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/02/verificamos-limao-melao-covid/
"A Liquigás, uma empresa brasileira de energia, está distribuindo botijões de propano gratuitos para pessoas que perderam sua renda por causa dos bloqueios da COVID-19.",1,03/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/03/verificamos-golpe-promocao-gas/
A OMS voltou atrás e divulgou um documento afirmando que as máscaras não são eficazes para proteger as pessoas saudáveis contra a COVID-19.,1,06/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/06/verificamos-oms-mascaras-coronavirus/
"Um estudo prova que a ivermectina ajudou a diminuir o número de casos de COVID-19 em Natal, Brasil.",1,06/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/06/verificamos-ivermectina-natal/
"As autoridades de saúde recomendam que você jogue uma colher de chá de água sanitária dentro de cada vaso sanitário, pia e ralo. Isso ajuda a impedir que o SARS-CoV-2 entre na sua casa pelo esgoto.",1,08/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-agua-sanitaria-covid/
"Os presos libertados temporariamente por causa da COVID-19 foram responsáveis por 13,9% de todos os assassinatos no Brasil em abril de 2020.",1,08/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-detentos-soltos-coronavirus/
A Igreja Universal do Reino de Deus publicou uma nota informando que as sessões de cura foram suspensas devido à COVID-19.,1,08/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-e-falso-que-igreja-universal-emitiu-comunicado-cancelando-reunioes-de-curas-durante-pandemia/
A quantidade de oxigênio no sangue pode diminuir em 20% quando você usa máscaras.,1,08/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-mascara-oxigenio-protecao/
"Jair Bolsonaro, presidente do Brasil, disse que pegou o COVID-19 porque tinha uma audiência agendada em um inquérito policial.",1,09/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-bolsonaro-depoimento-coronavirus/
"Texto sobre como ninguém deve ser responsabilizado pela pandemia no Brasil, escrito por Mario Sergio Cortella, escritor e professor de filosofia brasileiro.",1,09/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-mario-texto-pandemia/
"Enquanto todos estavam preocupados com a COVID-19, a Câmara dos Deputados aprovou dois projetos de lei que legalizam o aborto.",1,10/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/11/verificamos-aborto-pandemia/
"Edouard Philippe, ex-primeiro ministro da França, está sendo processado porque proibiu a hidroxicloroquina no país.",1,10/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/11/verificamos-franca-hidroxicloroquina/
Médicos franceses protestaram jogando fora seus coletes depois de descobrir que o COVID-19 é uma fraude.,1,10/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/12/verificamos-protesto-medicos-franceses/
"A Fiocruz, um instituto de ciências estatal brasileiro, desenvolveu a vacina ChAdOx1 nCov-2019. Eles o ofereceram à Universidade de Oxford porque não estavam recebendo nenhum apoio de Jair Bolsonaro.",1,13/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/13/verificamos-fiocruz-vacina-covid-oxford/
O prefeito de Porto Alegre removeu os bancos do Parque Redenção como medida contra pessoas que se encontravam no local.,1,14/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/14/verificamos-bancos-porto-alegre/
"A OMS aprovou uma vacina chinesa contra o COVID-19, que custa US $ 10 mil por dose; também proibiu testes com uma vacina americana, que seria administrada a um custo muito baixo.",1,14/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/14/verificamos-oms-vacina-chinesa/
"As pessoas doentes com COVID-19, quando trancadas em casa, continuam respirando seus próprios vírus e são reinfectadas.",1,15/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-pacientes-casa-virus/
"O número total de mortes no Brasil diminuiu, em vez de aumentar, quando comparamos 2019 a 2020.",1,15/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-calculo-alexandre-garcia-mortes/
Os cotonetes usados nos testes de COVID-19 RT-PCR podem danificar sua barreira hematoencefálica.,1,15/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-swab-teste-cerebro/
"Se um paciente é diagnosticado com COVID-19 e o médico se recusa a prescrever hidroxicloroquina, o paciente tem direito a uma ação judicial.",1,16/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/16/verificamos-medicos-prescrever-hidroxicloroquina/
"As prefeituras brasileiras recebem US $ 19 mil por morte da COVID-19, motivo pelo qual os números estão sendo inflados.",1,17/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-prefeituras-obito-covid/
Um estudo na Alemanha com 780 pacientes comprovou que a vitamina D é um tratamento eficaz contra a COVID-19.,1,17/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-vitamina-d-covid/
"O governador da Bahia, Rui Costa, determinou que todos os comprimidos de hidroxicloroquina fossem confiscados nas farmácias de todo o estado.",1,17/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-bahia-recolheu-hidroxicloroquina/
"Um carro explodiu em Belém, Brasil, porque o motorista limpou a chave com desinfetante para as mãos à base de álcool.",1,17/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-chave-carro-alcool-gel/
"Postagem alega que a TV Globo distorceu deliberadamente um gráfico para manipular as estatísticas da COVID-19 em Petrolina. Os gráficos mostrados pela emissora de TV mostram colunas de tamanhos diferentes, representando oito mortes no total em dois dias separados, dando a impressão de que o número de mortes confirmadas aumentou, quando permaneceu estagnado.",1,20/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/20/verificamos-globo-aumentou-grafico/
"O Governo Federal demitiu 396 mil servidores públicos que receberam, ilegalmente, o subsídio de emergência COVID-19.",1,21/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/21/verificamos-governo-demitiu-servidores/
"Ziraldo, artista brasileiro, disse que ""graças à cloroquina"", Bolsonaro foi curado da COVID-19 em sete dias.",1,21/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/21/verificamos-ziraldo-bolsonaro-cloroquina/
"Segundo o Registro Civil do Brasil, houve mais mortes em 2019 do que em 2020, considerando apenas o primeiro semestre.",1,22/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/21/verificamos-2019-obitos-2020/
Um jornalista que denunciou políticos no Pará por roubar fundos destinados a combater a COVID-19 foi baleado e morto.,1,22/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/22/verificamos-execucao-video-jornalista-pandemia/
"A primeira pessoa a receber uma vacina chinesa contra COVID-19 em teste no Brasil não foi realmente vacinada. O vídeo foi apenas uma simulação, uma vez que a tampa da injeção ainda estava na agulha.",1,22/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/22/verificamos-voluntaria-vacina-covid/
As vacinas contra COVID-19 baseadas em RNA podem transformar humanos em organismos geneticamente modificados.,1,22/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/22/verificamos-vacinas-covid-altera-dna/
"João Doria, governador de São Paulo, tomou a vacina contra COVID-19 que está sendo testada no Brasil sem usar máscara.",1,23/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/23/verificamos-doria-vacina-covid/
"Coronavac, uma vacina chinesa contra COVID-19 em teste no Brasil, é fabricada com células de fetos abortadas.",1,23/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/23/verificamos-coronavac-bebes-abortados/
"Um estudo randomizado, duplo-cego, do Henry Ford Health System, demonstrou que a hidroxicloroquina é eficaz contra a COVID-19.",1,24/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/24/verificamos-estudo-henry-ford-hidroxicloroquina-covid-19/
"Um voluntário do Coronavac, vacina chinesa contra a COVID-19 sendo testado no Brasil, relatou febres graves em uma matéria publicada pela revista Marie Claire.",1,27/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/27/verificamos-voluntaria-vacina-relato/
Há cloroquina e ivermectina nas cascas de limão e laranja.,1,27/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/27/verificamos-cloroquina-casca-limao/
"Foto mostra jovem com o rosto inchado. A legenda alega que ele foi voluntário do Coronavac, uma vacina chinesa contra ao COVID-19 sendo testada no Brasil.",1,28/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/28/verificamos-voluntario-vacina-efeitos-colaterais/
"A hidroxicloroquina trabalha contra a COVID-19, segundo a médica Stella Immanuel.",1,29/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/29/verificamos-hidroxicloroquina-video-medica-eua/
A OMS voltou atrás e agora defende que todas as economias sejam reabertas imediatamente.,1,29/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/29/verificamos-oms-nao-recuou-economia/
"Ziraldo, cartunista brasileiro, afirmou que todos os prefeitos que decretaram lockdown não serão reeleitos.",1,30/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/30/verificamos-ziraldo-prefeito-lockdown/
"As Lojas Americanas, varejista brasileira, está oferecendo cartões-presente gratuitos para famílias afetadas pela pandemia.",1,31/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/31/verificamos-lojas-americanas-pandemia/
"Eduardo Leite, governador do Rio Grande do Sul, está tomando hidroxicloroquina e ivermectina contra a COVID-19.",1,31/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/31/verificamos-governador-rs-hidroxicloroquina/
"Uma receita de hidroxicloroquina, azitromicina e zinco garante a cura de 99,9% de qualquer paciente com COVID-19.",1,31/07/2020,https://piaui.folha.uol.com.br/lupa/2020/07/31/verificamos-coquetel-hidroxicloroquina/
"Foto de protesto contra isolamento social em Berlim, Alemanha",1,03/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/03/verificamos-foto-protesto-alemanha/
"Vídeo mostra pátio com ambulâncias parada, na Bahia. Narrador diz que as ambulâncias foram doadas por Jair Bolsonaro e abandonadas deliberadamente, por razões políticas, pelo governador Rui Costa",1,03/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/03/verificamos-bolsonaro-ambulancias-bahia/
Vacinas chinesas contra Covid-19 contém um microchip que usa 5G para controle remoto,1,04/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/04/verificamos-vacina-5g-microchip/
"Compra de produtos chineses caiu 30% em Santa Catarina, graças a boicote motivado pela pandemia",1,04/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/04/verificamos-queda-produtos-chineses/
Países africanos mantém a pandemia sob controle distribuindo milhares de doses de ivermectina para a população,1,06/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/06/verificamos-ivermectina-africa-covid/
"Compra de produtos chineses caiu 78% no Brasil, segundo dados da INCINT",1,06/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/06/verificamos-vendas-produtos-chineses/
"Alexandre Kalil, prefeito de Belo Horizonte, foi almoçar em Nova Lima porque os restaurantes da cidade estão fechados. Lá, foi abordado por eleitores",1,07/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/07/verificamos-video-prefeito-bh-criticado/
Nenhum morador de São Paulo morreu de COVID-19 nos dias 4 e 5 de agosto,1,07/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/07/verificamos-paulistano-morreu-covid-19/
60 mil empresas fecharam na Argentina; empresas ajudadas pelo governo serão estatizadas,1,10/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/10/verificamos-fechamento-empresas-argentinas/
"As prefeituras de Porto Alegre, Santo Antônio da Platina e Campo Grande recomendam que pacientes com coronavírus coloquem uma fita vermelha no lixo doméstico, para diferenciá-los do resto",1,10/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/10/verificamos-covid-lixo-descarte/
Mortes por pneumonia e insuficiência respiratória passaram a ser registradas como Covid-19 no Portal da Transparência do Registro Civil,1,10/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/10/verificamos-portal-pneumonia/
"Segundo o Portal da Transparência do Registro Civil, o número de mortes registradas em julho de 2020 é menor que o de julho de 2019",1,11/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/11/verificamos-julho-2020-menos-mortes-pandemia/
"A cidade de Porto Feliz, em São Paulo, estabeleceu protocolo com hidroxicloroquina e não registrou mortes por Covid-19",1,11/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/11/verificamos-porto-feliz-morte/
Vídeo mostra que funcionários da Globo comemoraram aniversário da jornalista Renata Vasconcelos sem usar máscaras e respeitar regras de isolamento social7,1,12/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/12/verificamos-video-renata-confraternizando/
Governadores publicaram decretos que exigem que todas as mortes ocorridas em hospitais públicos sejam registradas como Covid-19,1,12/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/12/verificamos-atestado-obito-covid/
Camila Pitanga fingiu ter malaria para poder usar cloroquina sem ser questionada,1,12/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/12/verificamos-camila-malaria-covid/
"João Doria, governador de São Paulo, pegou coronavírus mesmo tomando vacina e ficando em isolamento",1,13/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/13/verificamos-doria-isolamento/
"Depoimento em vídeo de médico que afirma que um estudo duplo-cego randomizado, do Centro Médico Henry Ford, comprovou que hidroxicloroquina é eficaz contra Covid-19; ele diz, ainda, que mudanças no protocolo da hidroxicloroquina foram feitas com base em pesquisa removida do The Lancet",1,13/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/13/verificamos-medico-video-estudos-hidroxicloroquina/
"Bioterroristas hackearam um painel de trânsito para inserir a frase ""Acabem com o lockdown. A pandemia é uma farsa""",1,14/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/14/verificamos-bioterroristas-sabotaram-sinalizacao/
Termômetros infravermelhos podem danificar glândula pineal,1,14/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/14/verificamos-termometros-glandula-pineal/
5 fotos mostram infecção bacteriana causada por máscaras domésticas,1,14/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/14/verificamos-mascaras-infeccao-bacteriana/
Estudo da USP comprova que pessoas em isolamento estão mais vulneráveis à COVID-19,1,17/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/17/verificamos-usp-isolamento-vulneraveis-covid/
Uma pesquisa de 2005 comprovou a eficácia da cloroquina contra coronavírus,1,18/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/18/verificamos-pesquisa-2005-cloroquina/
Doria afirmou que usa cloroquina no tratamento contra COVID-19,1,18/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/18/verificamos-doria-usado-cloroquina/
"Todas as mortes de pessoas infectadas com COVID-19 são registradas como causadas pela doença, mesmo que ela tenha ocorrido por outro motivo",1,20/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/20/verificamos-mortos-covid-causa/
"A OMS, o CDC e todos os países da Europa deixaram de recomendar ou exigir o uso de máscaras",1,20/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/20/verificamos-uso-mascaras-desencorajado/
Cientista britânico Karl Friston provou que 80% da população é imune ao vírus e que lockdown é inútil,1,24/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/24/verificamos-neurocientista-estudo-imune/
A atriz Letícia Spiller disse no Twitter que defensores de Bolsonaro devem morrer de Covid-19,1,26/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/26/verificamos-leticia-spiller-bolsonaristas-coronavirus/
Uma enfermeira foi fotografada em uma lanchonete usando equipamento de proteção contra COVID-19,1,26/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/26/verificamos-epi-mulher-covid/
"O governador do Maranhão, Flávio Dino, compareceu ao enterro do seu pai, que morreu de COVID-19, sem máscara. Havia dezenas de pessoas no local. Para pessoas comuns, os enterros são limitados a 10 familiares",1,27/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/27/verificamos-flavio-dino-velorio-pai-covid-19/
A rede de supermercados Extra está distribuindo 15 milhões de reais em produtos para pessoas em situação de vulnerabilidade durante a pandemia,1,27/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/27/verificamos-golpe-cestas-extra/
"Texto afirma que álcool gel destrói a pele e permite entrada do coronavírus no corpo, hábitos saudáveis aumentam imunidade contra COVID-19",1,27/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/27/verificamos-post-sistema-imunologico/
"OMS se desculpou, voltou atrás e agora recomenda o uso de hidroxicloroquina no tratamento de Covid-19",1,28/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/28/verificamos-oms-hidroxicloroquina-erro/
"As Lojas Americanas estão doando todo seu estoque, no valor de R$ 62 milhões, para famílias em situação de vulnerabilidade por causa da pandemia",1,31/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/31/verificamos-lojas-americanas-estoque-pandemia/
"Foto de aglomeração na praia de Ipanema publicada pelo jornal O Estado de S. Paulo é falsa, e foi tirada antes da pandemia",1,31/08/2020,https://piaui.folha.uol.com.br/lupa/2020/08/31/verificamos-foto-aglomeracao-ipanema/
"França, Itália e Reino Unido decidiram adotar a cloroquina como tratamento padrão para COVID-19",1,01/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/01/verificamos-franca-italia-cloroquina/
O FDA e a China consideram a cloroquina 100% eficaz contra a COVID-19,1,01/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/01/verificamos-fda-china-cloroquina/
"Em vídeo, médico italiano denuncia conspiração envolvendo COVID-19. O nome da doença seria um acrônimo de Certificado Identificação de Vacinação com Inteligência Artificial, e 2019 é o ano que o vírus foi criado",1,01/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/01/verificamos-covid-certificado-vacinacao/
CDC concluiu que apenas 6% das mortes causadas de pacientes com COVID-19 foram causadas pelo vírus em si,1,03/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/03/verificamos-cdc-obitos-pandemia/
Máscaras caseiras não servem para protegem a população de COVID-19,1,04/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/04/verificamos-mascaras-caseiras-covid-19/
"Governo Federal está distribuindo um ""Kit Covid"" com hidroxicloroquina, azitromicina e ivermectina, para ser distribuído nos municípios",1,04/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/04/verificamos-governo-federal-kit-contra-covid-19/
"Governo da Bahia fez licitação para comprar hidroxicloroquina, apesar de ela ser distribuída gratuitamente pelo governo federal",1,08/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/08/verificamos-hidroxicloroquina-bahia-covid/
"Cuba, Argentina e Venezuela, ao contrário do Brasil, não pagaram auxílio emergencial durante a pandemia para a população mais pobre",1,10/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/10/verificamos-auxilio-pandemia/
"Ex-presidente Dilma Rousseff disse que, na volta às aulas, é preciso fazer um rodízio: professores num dia, alunos no outro",1,11/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/11/verificamos-dilma-rodizio-alunos/
Nenhum morador de rua morreu de COVID-19,1,14/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/14/verificamos-pessoa-rua-covid/
Bill Gates previu que vacinas contra COVID-19 vão matar ou machucar 700 mil pessoas,1,14/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/14/verificamos-bill-gates-vacinas-coronavirus/
3 voluntários de vacina contra a COVID-19 morreram,1,14/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/15/verificamos-vacina-chinesa-obitos/
Creolina pode ser usada como tratamento para COVID-19,1,16/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/16/caiu-na-rede-e-fake-creolina-covid/
Melancias importadas da China estão vindo contaminadas com COVID-19,1,16/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/16/caiu-na-rede-melancia-coronavirus/
"Fátima Bezerra, governadora do Rio Grande do Norte, decretou o distanciamento entre carros para combater a COVID-19",1,17/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/17/verificamos-governadora-rn-distanciamento-carros-pandemia/
Relatório oficial do governo alemão comprova que medidas de isolamento social e máscaras são ineficazes contra Covid-19,1,18/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/18/verificamos-relatorio-medidas-pandemia/
"Empresas chinesas se aproveitaram da COVID-19 para comprar empresas estatais paulistas e redes de televisão com intermediação do governador de São Paulo, João Doria",1,22/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/22/verificamos-china-comprou-sabesp/
Ovos e comidas quentes ajudam a prevenir COVID-19,1,23/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/23/caiu-na-rede-ovos-refeicao-covid/
"Argentina fez lockdown é o segundo país com mais mortes por COVID-19, proporcionalmente",1,23/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/23/verificamos-argentina-mortos-proporcionais-covid-19/
Bill Gates afirmou que a vacina contra Covid-19 vai alterar o DNA das pessoas,1,28/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/28/verificamos-bill-gates-vacina-dna/
Vacina contra a Covid-19 altera o material genético humano,1,29/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/29/verificamos-vacina-material-genetico-coronavirus/
Médico diz que a gripe é mais mortal que a Covid-19,1,29/09/2020,https://piaui.folha.uol.com.br/lupa/2020/09/29/verificamos-gripe-mortal-covid/
"Metade do dinheiro transferido pela União para estados e municípios foi desviado, segundo operação da PF",1,02/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/02/verificamos-desvio-verbas-covid/
Um poema de 1800 previu a chegada da COVID-19,1,05/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/05/verificamos-poema-epidemia-1800/
Bill Gates disse que seus filhos nunca foram vacinados em entrevista,1,08/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/08/verificamos-gates-vacinacao-filhos/
Um estudo da Yale provou que hidroxicloroquina é eficaz contra COVID-19,1,14/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/14/verificamos-yale-hidroxicloroquina/
"Globo voltou atrás sobre as máscaras, e agora recomenda que elas não sejam usadas",1,15/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/15/verificamos-reportagem-globo-mascaras/
"Um voluntário da Coronavac foi internado na UTI de um hospital em Barretos, após ter reações adversas da vacina",1,16/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/16/verificamos-voluntaria-coronavac-barretos/
"João Doria disse o seguinte: ""Não vou permitir que aqueles que não tomem a vacina passem corona para os que tomaram""",1,19/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/19/verificamos-doria-vacina-covid-contaminar/
A Índia processou a China exigindo US$ 20 trilhões por reparações pelos danos causados pela COVID-19,1,20/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/20/india-china-tribunal-internacional-2-trilhoes-coronavirus-368596/
Vacinas contêm nanorobôs que podem alterar o DNA humano,1,20/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/20/verificamos-nanorrobos-vacinas-covid/
"2.034 pessoas morreram após sofrerem reações adversas da Coronavac, na China",1,21/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/21/verificamos-vacina-chinesa-matou/
A OMS não recomenda vacinação obrigatória contra COVID-19,1,22/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/22/verificamos-vice-diretora-oms/
