titulo,textos,verdadeira
“[Mais algumas ações do @govbr nesta semana.] Nitazoxanida mostra eficácia no tratamento da Covid-19.”,“[Mais algumas ações do @govbr nesta semana.] Nitazoxanida mostra eficácia no tratamento da Covid-19.”,1
"“Até porque o PNI, ali incluídas as vacinas obrigatórias, quem decide esse programa? É o Ministério da Saúde, do Pazuello (...)”","“Até porque o PNI, ali incluídas as vacinas obrigatórias, quem decide esse programa? É o Ministério da Saúde, do Pazuello (...)”",1
"“A OMS, a senhora aqui, acabou de dizer, a diretora da OMS acabou de dizer que não será obrigatória a vacina, a depender da OMS.”","“A OMS, a senhora aqui, acabou de dizer, a diretora da OMS acabou de dizer que não será obrigatória a vacina, a depender da OMS.”",1
"“No tocante a economia, o Brasil foi o país que, tirando a China, talvez tenha sido o melhor que se saiu nessa questão no tocante à economia.”","“No tocante a economia, o Brasil foi o país que, tirando a China, talvez tenha sido o melhor que se saiu nessa questão no tocante à economia.”",1
“Eu não tinha R$ 50 bilhões por mês para dar para o pessoal não [para pagar o auxílio emergencial]. ”,“Eu não tinha R$ 50 bilhões por mês para dar para o pessoal não [para pagar o auxílio emergencial]. ”,1
"“A questão de vacinação ou não é uma lei de 75 que é bem clara que o Programa Nacional de Imunização, aí incluída as vacinas obrigatórias, compete ao Ministro da Saúde.”","“A questão de vacinação ou não é uma lei de 75 que é bem clara que o Programa Nacional de Imunização, aí incluída as vacinas obrigatórias, compete ao Ministro da Saúde.”",1
“Os números tem apontado que a pandemia está indo embora.”,“Os números tem apontado que a pandemia está indo embora.”,1
“Parece que nenhum país do mundo está interessado nela [na CoronaVac].”,“Parece que nenhum país do mundo está interessado nela [na CoronaVac].”,1
“Estaria comprando uma vacina [Coronavac] que ninguém está interessado por ela. ”,“Estaria comprando uma vacina [Coronavac] que ninguém está interessado por ela. ”,1
“- Não se justifica um bilionário aporte financeiro num medicamento que sequer ultrapassou sua fase de testagem.”,“- Não se justifica um bilionário aporte financeiro num medicamento que sequer ultrapassou sua fase de testagem.”,1
"“A legislação atual, que é a lei de 1975, diz que o Programa Nacional de Imunização cabe ao Minsitério da Saúde.”","“A legislação atual, que é a lei de 1975, diz que o Programa Nacional de Imunização cabe ao Minsitério da Saúde.”",1
"“Eu sei que os R$ 600 é pouco para quem recebe, mas é muito para o Brasil. Dá R$ 50 bi por mês.”","“Eu sei que os R$ 600 é pouco para quem recebe, mas é muito para o Brasil. Dá R$ 50 bi por mês.”",1
"“E, não apenas isso, conversei com médicos militares e outros civis que conhecia no Brasil todo, alguns no seu respectivo hospital estavam usando isso [hidroxicloroquina] e no início estava dando certo (...)”","“E, não apenas isso, conversei com médicos militares e outros civis que conhecia no Brasil todo, alguns no seu respectivo hospital estavam usando isso [hidroxicloroquina] e no início estava dando certo (...)”",1
"“Tem uma lei de 1975 que diz que cabe ao Ministério da Saúde o Programa Nacional de Imunizações, ali incluídas possíveis vacinas obrigatórias.”","“Tem uma lei de 1975 que diz que cabe ao Ministério da Saúde o Programa Nacional de Imunizações, ali incluídas possíveis vacinas obrigatórias.”",1
"“A vacina contra o Covid, como cabe ao Ministério da Saúde definir essa questão, e já foi definida, ela não será obrigatória.”","“A vacina contra o Covid, como cabe ao Ministério da Saúde definir essa questão, e já foi definida, ela não será obrigatória.”",1
"“A gente começa a conversar com o nosso Ernesto Araújo, começa a conversar com alguns embaixadores fora do Brasil, porque em país da África Subsariana, por exemplo, que é muito comum a malária e é muito combatida com a hidroxicloroquina, por que que as mortes são baixas?”","“A gente começa a conversar com o nosso Ernesto Araújo, começa a conversar com alguns embaixadores fora do Brasil, porque em país da África Subsariana, por exemplo, que é muito comum a malária e é muito combatida com a hidroxicloroquina, por que que as mortes são baixas?”",1
“(...) e nós não tínhamos alternativa [além da hidroxicloroquina].”,“(...) e nós não tínhamos alternativa [além da hidroxicloroquina].”,1
“(...) e na economia o Brasil é um dos países que melhor se saiu nessa questão da pandemia”,“(...) e na economia o Brasil é um dos países que melhor se saiu nessa questão da pandemia”,1
"“Eu sempre disse que tínhamos dois problemas pela frente, o vírus e o desemprego e que deveríamos tratá-los de forma simultânea e com a mesma responsabilidade.”","“Eu sempre disse que tínhamos dois problemas pela frente, o vírus e o desemprego e que deveríamos tratá-los de forma simultânea e com a mesma responsabilidade.”",1
“O Governo Federal fez a sua parte mesmo sendo impedido de entrar diretamente na questão da saúde”,“O Governo Federal fez a sua parte mesmo sendo impedido de entrar diretamente na questão da saúde”,1
“Tem que ter comprovação científica [a vacina].”,“Tem que ter comprovação científica [a vacina].”,1
"“Ou [quem estava com] com malária e vírus [Covid-19], tomava cloroquina e dava certo.”","“Ou [quem estava com] com malária e vírus [Covid-19], tomava cloroquina e dava certo.”",1
"“E nós não tínhamos alternativa [para o tratamento da Covid-19, a não ser a hidroxicloroquina], você tinha que buscar fazer alguma coisa.”","“E nós não tínhamos alternativa [para o tratamento da Covid-19, a não ser a hidroxicloroquina], você tinha que buscar fazer alguma coisa.”",1
"“A última tá lá a OMS dizendo que são contra o confinamento, o lockdown.”","“A última tá lá a OMS dizendo que são contra o confinamento, o lockdown.”",1
"“Desde o começo, prezados jovens, eu dizia que tínhamos dois problemas pela frente, o vírus e a questão do desemprego, eram duas questões que deveriam ser tratadas simultaneamente com muita responsabilidade”","“Desde o começo, prezados jovens, eu dizia que tínhamos dois problemas pela frente, o vírus e a questão do desemprego, eram duas questões que deveriam ser tratadas simultaneamente com muita responsabilidade”",1
“Desde o começo eu falava: vamos nos preocupar com o vírus sim mas não podemos deixar de lado a economia.”,“Desde o começo eu falava: vamos nos preocupar com o vírus sim mas não podemos deixar de lado a economia.”,1
"“Se você pegar o número de mortes de janeiro a setembro do ano passado e janeiro a setembro desse ano, se bobear tá parecido.”","“Se você pegar o número de mortes de janeiro a setembro do ano passado e janeiro a setembro desse ano, se bobear tá parecido.”",1
“Você lembra que falavam que a hidroxicloroquina causava arritmia? Você sabe que a Sociedade Europeia de Cardiologia escreveu há dez dias? Ganhei mais uma e olha que eu não sou médico.”,“Você lembra que falavam que a hidroxicloroquina causava arritmia? Você sabe que a Sociedade Europeia de Cardiologia escreveu há dez dias? Ganhei mais uma e olha que eu não sou médico.”,1
"“Lamentavelmente, alguns obrigaram vocês a ficarem em casa. Eu não tive participação nisso, por decisão do Supremo Tribunal Federal.”","“Lamentavelmente, alguns obrigaram vocês a ficarem em casa. Eu não tive participação nisso, por decisão do Supremo Tribunal Federal.”",1
"“O que é que eu falava? Temos dois problemas pela frente, o vírus e o desemprego. Temos que tratar os dois de forma simultânea e com a mesma responsabilidade.”","“O que é que eu falava? Temos dois problemas pela frente, o vírus e o desemprego. Temos que tratar os dois de forma simultânea e com a mesma responsabilidade.”",1
"“Então consultei: Ernesto, por que que a galera na África Subsaariana não tá morrendo ninguém? O que que é natural? Morrer mais gente em país mais pobre. Malária. (...) Então, a cloroquina era usada para duas coisas: primeiro para malária e sem querer para o vírus, que não sabia.”","“Então consultei: Ernesto, por que que a galera na África Subsaariana não tá morrendo ninguém? O que que é natural? Morrer mais gente em país mais pobre. Malária. (...) Então, a cloroquina era usada para duas coisas: primeiro para malária e sem querer para o vírus, que não sabia.”",1
"“Mas, aos poucos, foi vendo que, em fase inicial, dava certo a cloroquina.”","“Mas, aos poucos, foi vendo que, em fase inicial, dava certo a cloroquina.”",1
“Em caso grave [a hidroxicloroquina] não funciona. Tá comprovado. Zero.”,“Em caso grave [a hidroxicloroquina] não funciona. Tá comprovado. Zero.”,1
"“E aqui, os médicos, uma parte dos médicos começou a usar cloroquina e deu certo.”","“E aqui, os médicos, uma parte dos médicos começou a usar cloroquina e deu certo.”",1
“Dr. Kalil tomou [hidroxicloroquina] e ficou bom.”,“Dr. Kalil tomou [hidroxicloroquina] e ficou bom.”,1
"“Em alguns estados, governadores, verbalmente, prefeitos, proibiram a cloroquina.”","“Em alguns estados, governadores, verbalmente, prefeitos, proibiram a cloroquina.”",1
“E a hidroxicloroquina não causa arritmia. Quem acabou de dizer isso aí foi a Sociedade Europeia de Cardiologia.”,“E a hidroxicloroquina não causa arritmia. Quem acabou de dizer isso aí foi a Sociedade Europeia de Cardiologia.”,1
“E agora a Sociedade Europeia de Cardiologia disse que [hidroxicloroquina] não causa arritmia.”,“E agora a Sociedade Europeia de Cardiologia disse que [hidroxicloroquina] não causa arritmia.”,1
“Agora tá comprovado que a vitamina D ajuda a combater a Covid-19.”,“Agora tá comprovado que a vitamina D ajuda a combater a Covid-19.”,1
“Quem aí determinou as medidas restritivas foram os governadores e prefeitos depois de uma decisão do STF.”,“Quem aí determinou as medidas restritivas foram os governadores e prefeitos depois de uma decisão do STF.”,1
"“Por isso, prezado Paulo Guedes, é que nós fomos um dos países que melhor se saiu, no tocante à economia, nessa questão da pandemia.”","“Por isso, prezado Paulo Guedes, é que nós fomos um dos países que melhor se saiu, no tocante à economia, nessa questão da pandemia.”",1
"“E, mais ainda, Deus foi tão abençoado que nos deu até a hidroxicloroquina, para quem se acometeu da doença. E quem não acreditou, engula agora.”","“E, mais ainda, Deus foi tão abençoado que nos deu até a hidroxicloroquina, para quem se acometeu da doença. E quem não acreditou, engula agora.”",1
“A Sociedade Europeia de Cardiologia falou o que? Que a hidroxicloroquina não causa arritmia.”,“A Sociedade Europeia de Cardiologia falou o que? Que a hidroxicloroquina não causa arritmia.”,1
“- Sociedade Europeia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.”,“- Sociedade Europeia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.”,1
“Na parte sanitária vou deixar bem claro que o STF decidiu que quem devia tratar desse assunto de medidas restritivas eram os governadores e prefeitos.”,“Na parte sanitária vou deixar bem claro que o STF decidiu que quem devia tratar desse assunto de medidas restritivas eram os governadores e prefeitos.”,1
"“No Brasil, o tratamento dessa questão [a pandemia] coube, exclusivamente, aos governadores e aos prefeitos por decisão do Supremo Tribunal Federal.”","“No Brasil, o tratamento dessa questão [a pandemia] coube, exclusivamente, aos governadores e aos prefeitos por decisão do Supremo Tribunal Federal.”",1
"“Desde o princípio alertei, em meu país, que tínhamos dois problemas para resolver: o vírus e o desemprego, e que ambos deveriam ser tratados simultaneamente e com a mesma responsabilidade.”","“Desde o princípio alertei, em meu país, que tínhamos dois problemas para resolver: o vírus e o desemprego, e que ambos deveriam ser tratados simultaneamente e com a mesma responsabilidade.”",1
"“Por decisão judicial, todas as medidas de isolamento e restrições de liberdade foram delegadas a cada um dos 27 governadores das unidades da federação. Ao presidente coube envio de recursos e meios a todo país.”","“Por decisão judicial, todas as medidas de isolamento e restrições de liberdade foram delegadas a cada um dos 27 governadores das unidades da federação. Ao presidente coube envio de recursos e meios a todo país.”",1
"“[Nosso governo] destinou mais de 100 bilhões de dólares para ações de saúde, socorro a pequenas e microempresas, assim como compensou a perda de arrecadação dos estados e municípios”","“[Nosso governo] destinou mais de 100 bilhões de dólares para ações de saúde, socorro a pequenas e microempresas, assim como compensou a perda de arrecadação dos estados e municípios”",1
“[Nosso governo] assistiu a mais de 200 mil famílias indígenas com produtos alimentícios”,“[Nosso governo] assistiu a mais de 200 mil famílias indígenas com produtos alimentícios”,1
"“Não faltaram, nos hospitais, os meios para atender aos pacientes de COVID.”","“Não faltaram, nos hospitais, os meios para atender aos pacientes de COVID.”",1
“Somente o insumo da produção de hidroxicloroquina sofreu um reajuste de 500% no início da pandemia.”,“Somente o insumo da produção de hidroxicloroquina sofreu um reajuste de 500% no início da pandemia.”,1
"“E, no primeiro semestre de 2020, apesar da pandemia, verificamos um aumento do ingresso de investimentos, em comparação com o mesmo período do ano passado.”","“E, no primeiro semestre de 2020, apesar da pandemia, verificamos um aumento do ingresso de investimentos, em comparação com o mesmo período do ano passado.”",1
"“Passamos uma grande provação, ou melhor, estamos no final dela.”","“Passamos uma grande provação, ou melhor, estamos no final dela.”",1
“Vocês [Mato Grosso] não pararam durante a pandemia.”,“Vocês [Mato Grosso] não pararam durante a pandemia.”,1
"“O vírus, eu sempre disse, era uma realidade e tínhamos que enfrentá-lo nada de se acovardar perante aquilo que nós não podemos fugir dele. Esta região, esse estado [Mato Grosso] agiu dessa maneira.”","“O vírus, eu sempre disse, era uma realidade e tínhamos que enfrentá-lo nada de se acovardar perante aquilo que nós não podemos fugir dele. Esta região, esse estado [Mato Grosso] agiu dessa maneira.”",1
"“Fazendo essas contas, dava quase R$ 50 bilhões por mês.”","“Fazendo essas contas, dava quase R$ 50 bilhões por mês.”",1
"“E esse outro país mais ao sul, mais grave. O novo governo falou o seguinte, ó: empresariado, tá proibido mandar embora.”","“E esse outro país mais ao sul, mais grave. O novo governo falou o seguinte, ó: empresariado, tá proibido mandar embora.”",1
“Mais de R$ 50 bilhões por mês.”,“Mais de R$ 50 bilhões por mês.”,1
“Acho que o total de moeda circulante não é tudo isso não [R$ 50 bilhões]. É bem menos do que isso daí.”,“Acho que o total de moeda circulante não é tudo isso não [R$ 50 bilhões]. É bem menos do que isso daí.”,1
“Nós somos o país com o maior número de dias com a garotada em casa.”,“Nós somos o país com o maior número de dias com a garotada em casa.”,1
“Só tá faltando nós [para reabrir as escolas].”,“Só tá faltando nós [para reabrir as escolas].”,1
"“Hoje, estudos já demonstram que por volta de 30% das mortes poderiam ser evitadas, caso, de forma precoce, fosse ministrada a hidroxicloroquina.”","“Hoje, estudos já demonstram que por volta de 30% das mortes poderiam ser evitadas, caso, de forma precoce, fosse ministrada a hidroxicloroquina.”",1
"“Particularmente, comecei a defender a hidroxicloroquina, calcado também nas experiências de médicos pelo Brasil, que apostavam nela e tinham uma resposta através da sua observação. ”","“Particularmente, comecei a defender a hidroxicloroquina, calcado também nas experiências de médicos pelo Brasil, que apostavam nela e tinham uma resposta através da sua observação. ”",1
"“Fiquei feliz porque, nessa semana, vocês reconheceram, não falaram o meu nome, mas reconheceram que nós estávamos certos no passado.”","“Fiquei feliz porque, nessa semana, vocês reconheceram, não falaram o meu nome, mas reconheceram que nós estávamos certos no passado.”",1
"“Disse, naquele momento, onde eu fui duramente criticado, prezado Paulo Guedes, que tínhamos dois problemas pela frente: o vírus e o desemprego.”","“Disse, naquele momento, onde eu fui duramente criticado, prezado Paulo Guedes, que tínhamos dois problemas pela frente: o vírus e o desemprego.”",1
“[Disse] que ambos [vida e economia] deveriam ser tratados com a mesma responsabilidade e de forma simultânea.”,“[Disse] que ambos [vida e economia] deveriam ser tratados com a mesma responsabilidade e de forma simultânea.”,1
"“Mas as medidas restritivas não estavam mais nas mãos da Presidência da República ou do nosso governo como um todo. Por decisão judicial, elas competiam exclusivamente aos governadores e os prefeitos, que só poderiam tomar medidas de modo que fosse, mais restritivas do que os governadores.”","“Mas as medidas restritivas não estavam mais nas mãos da Presidência da República ou do nosso governo como um todo. Por decisão judicial, elas competiam exclusivamente aos governadores e os prefeitos, que só poderiam tomar medidas de modo que fosse, mais restritivas do que os governadores.”",1
"“Lamento, somos um país com o maior número de dias em lockdown nas escolas. Isso é um absurdo.”","“Lamento, somos um país com o maior número de dias em lockdown nas escolas. Isso é um absurdo.”",1
“(...) quase R$ 50 bi por mês [o auxílio emergencial].”,“(...) quase R$ 50 bi por mês [o auxílio emergencial].”,1
"“- Cinco meses depois de zerarmos o imposto da vitamina D a imprensa, agora sem me citar, reconhece sua eficácia para na prevenção a Covid-19.”","“- Cinco meses depois de zerarmos o imposto da vitamina D a imprensa, agora sem me citar, reconhece sua eficácia para na prevenção a Covid-19.”",1
“Estamos praticamente vencendo a pandemia.”,“Estamos praticamente vencendo a pandemia.”,1
"“Nós fizemos um grande sacrifício gastando quase R$ 50 bilhões por mês durante cinco meses, dá quase R$ 250 bilhões, com o auxílio emergencial.”","“Nós fizemos um grande sacrifício gastando quase R$ 50 bilhões por mês durante cinco meses, dá quase R$ 250 bilhões, com o auxílio emergencial.”",1
“(...) e agora não dá para aguentar mais R$ 50 bi por mês.”,“(...) e agora não dá para aguentar mais R$ 50 bi por mês.”,1
“Eu falava lá atrás o que? Vírus e emprego.”,“Eu falava lá atrás o que? Vírus e emprego.”,1
“A decisão de fechar ou não é dos governadores.”,“A decisão de fechar ou não é dos governadores.”,1
"“Ah, não tem comprovação científica [hidroxicloroquina]. Eu sabia que não tinha.”","“Ah, não tem comprovação científica [hidroxicloroquina]. Eu sabia que não tinha.”",1
“Mas não tem outra coisa [além da hidroxicloroquina].”,“Mas não tem outra coisa [além da hidroxicloroquina].”,1
“Agora as vacinas que não têm comprovação científica alguns querem que eu obrigue a aplicar no povo.”,“Agora as vacinas que não têm comprovação científica alguns querem que eu obrigue a aplicar no povo.”,1
"“Eu estudei. O FDA americano, que é a nossa Anvisa,tava estudando [a hidroxicloroquina].”","“Eu estudei. O FDA americano, que é a nossa Anvisa,tava estudando [a hidroxicloroquina].”",1
"“Países da África, abaixo do Saara ali, países pobres. Por que a imprensa não divulga quantos morreram ali? Não divulga. Porque pouca gente morreu. Porque tem a cloroquina lá. E é barato.”","“Países da África, abaixo do Saara ali, países pobres. Por que a imprensa não divulga quantos morreram ali? Não divulga. Porque pouca gente morreu. Porque tem a cloroquina lá. E é barato.”",1
“Eu não tô receitando para ninguém. Procura o médico aí.”,“Eu não tô receitando para ninguém. Procura o médico aí.”,1
"“Quando for para o Rio de Janeiro, pessoal, não vão para o Leblon não. Leblon tem malária. Pessoal sabe de quem a gente tá falando aí.”","“Quando for para o Rio de Janeiro, pessoal, não vão para o Leblon não. Leblon tem malária. Pessoal sabe de quem a gente tá falando aí.”",1
"“As academias militares, das Agulhas Negras, Escola Naval e da Força Aérea não pararam, não fecharam as portas.”","“As academias militares, das Agulhas Negras, Escola Naval e da Força Aérea não pararam, não fecharam as portas.”",1
“Quase R$ 50 bilhões por mês [o auxílio emergencial].”,“Quase R$ 50 bilhões por mês [o auxílio emergencial].”,1
"“Se bem que quem fechou tudo não foi eu, foram os governadores e prefeitos. Eu aqui fui alijado desse processo pelo STF.”","“Se bem que quem fechou tudo não foi eu, foram os governadores e prefeitos. Eu aqui fui alijado desse processo pelo STF.”",1
"“(...) vimos o FDA, que é a Anvisa norte-americana, que começou a estudar isso [eficácia da hidroxicloroquina em março].”","“(...) vimos o FDA, que é a Anvisa norte-americana, que começou a estudar isso [eficácia da hidroxicloroquina em março].”",1
"“Sabíamos que não tinha comprovação científica, mas de forma observacional... [foi constatada a eficácia da hidroxicloroquina]”","“Sabíamos que não tinha comprovação científica, mas de forma observacional... [foi constatada a eficácia da hidroxicloroquina]”",1
"“Não tem alternativa, toma isso [hidroxicloroquina].”","“Não tem alternativa, toma isso [hidroxicloroquina].”",1
“Exigiam a comprovação científica da hidroxicloroquina. Não tem. Eu sei que não tem.”,“Exigiam a comprovação científica da hidroxicloroquina. Não tem. Eu sei que não tem.”,1
"“Afinal de contas, nós não podemos ser irresponsáveis, uma vacina que não tem comprovação científica, tem nesses países, né, mas não tem no Brasil. Nós temos que ver. Nós não podemos ser irresponsávei de colocar para dentro do corpo de uma pessoa uma vacina.”","“Afinal de contas, nós não podemos ser irresponsáveis, uma vacina que não tem comprovação científica, tem nesses países, né, mas não tem no Brasil. Nós temos que ver. Nós não podemos ser irresponsávei de colocar para dentro do corpo de uma pessoa uma vacina.”",1
“Quando eu falei: ninguém pode obrigar ninguém a tomar uma vacina. Ninguém pode obrigar”,“Quando eu falei: ninguém pode obrigar ninguém a tomar uma vacina. Ninguém pode obrigar”,1
"“Aí tem um projeto tramitando na Câmara que obriga a tomar vacina. (...) É o PL 3986/2020, de um deputado do PDT.”","“Aí tem um projeto tramitando na Câmara que obriga a tomar vacina. (...) É o PL 3986/2020, de um deputado do PDT.”",1
"“[O PL 3986/2020, de um deputado do PDT determina] então pena de prisão para quem não usar máscara.”","“[O PL 3986/2020, de um deputado do PDT determina] então pena de prisão para quem não usar máscara.”",1
“Tem muito médico dizendo já que essa máscara não protege bulhufas. Bulhufas.”,“Tem muito médico dizendo já que essa máscara não protege bulhufas. Bulhufas.”,1
“Você matar alguém você não vai preso. Até porque a polícia não pode entrar em comunidade. Lá no Rio de Janeiro.”,“Você matar alguém você não vai preso. Até porque a polícia não pode entrar em comunidade. Lá no Rio de Janeiro.”,1
“E o policial que porventura algemasse alguém tinha uma pena para ele [de acordo com decisão do STF].”,“E o policial que porventura algemasse alguém tinha uma pena para ele [de acordo com decisão do STF].”,1
“Quase R$ 50 bilhões por mês o auxílio emergencial.”,“Quase R$ 50 bilhões por mês o auxílio emergencial.”,1
"“A vacina, ninguém pode obrigar ninguém a tomar vacina [contra Covid-19].”","“A vacina, ninguém pode obrigar ninguém a tomar vacina [contra Covid-19].”",1
“[Mais detalhes sobre a agenda do presidente nos últimos dias e avanços do governo do Brasil:] 6. Evento com mais de 100 profissionais de saúde dos 27 estados do Brasil sobre o combate efetivo da Covid-19 e o uso com sucesso da hidroxicloroquina.”,“[Mais detalhes sobre a agenda do presidente nos últimos dias e avanços do governo do Brasil:] 6. Evento com mais de 100 profissionais de saúde dos 27 estados do Brasil sobre o combate efetivo da Covid-19 e o uso com sucesso da hidroxicloroquina.”,1
“(...) vocês gastam por mês R$ 50 bilhões neste auxílio [emergencial].”,“(...) vocês gastam por mês R$ 50 bilhões neste auxílio [emergencial].”,1
"“E também dizer aos senhores, quando se fala em vida, nós sempre estivemos preocupados com a vida.”","“E também dizer aos senhores, quando se fala em vida, nós sempre estivemos preocupados com a vida.”",1
"“(...) e desde o primeiro momento, para que fique bem claro em público, quando lá atrás eu comecei a falar na hidroxicloroquina, era porque não tínhamos um remédio no mundo todo que tivesse a sua comprovação científica.”","“(...) e desde o primeiro momento, para que fique bem claro em público, quando lá atrás eu comecei a falar na hidroxicloroquina, era porque não tínhamos um remédio no mundo todo que tivesse a sua comprovação científica.”",1
"“Poderia dizer que apostamos, mas não, nós apontamos a hidroxicloroquina e tem salvo milhares e milhares de vidas pelo Brasil.”","“Poderia dizer que apostamos, mas não, nós apontamos a hidroxicloroquina e tem salvo milhares e milhares de vidas pelo Brasil.”",1
“Então a hidroxicloroquina [contra a Covid-19] é uma realidade.”,“Então a hidroxicloroquina [contra a Covid-19] é uma realidade.”,1
"“Conversei com o chefe do posto da PRF [em Minas], ele falou que tinha aumentado em três o número de mortes na pista. É o atropelamento. E daí? Qual seria a causa disso? Ele disse: não temos como comprovar, mas a princípio é suicídio.”","“Conversei com o chefe do posto da PRF [em Minas], ele falou que tinha aumentado em três o número de mortes na pista. É o atropelamento. E daí? Qual seria a causa disso? Ele disse: não temos como comprovar, mas a princípio é suicídio.”",1
“São R$ 50 bilhões por mês [o auxílio emergencial].”,“São R$ 50 bilhões por mês [o auxílio emergencial].”,1
"“Achando que, deixando todo mundo fechado, o vírus ia falar: ""tchau, vou embora, hein? Vocês me derrotaram"".”","“Achando que, deixando todo mundo fechado, o vírus ia falar: ""tchau, vou embora, hein? Vocês me derrotaram"".”",1
"“Diz aí o pessoal, os médicos, tive uma reunião com pouco mais de cem médicos no início da semana aqui, que quando você está em estado grave, não tem mais efeito a hidroxicloroquina.”","“Diz aí o pessoal, os médicos, tive uma reunião com pouco mais de cem médicos no início da semana aqui, que quando você está em estado grave, não tem mais efeito a hidroxicloroquina.”",1
“Não tem o remédio com comprovação científica [contra a Covid-19].”,“Não tem o remédio com comprovação científica [contra a Covid-19].”,1
"“Agora, se demorar muito [para medicar com hidroxicloroquina], a chance de óbito aumenta assustadoramente.”","“Agora, se demorar muito [para medicar com hidroxicloroquina], a chance de óbito aumenta assustadoramente.”",1
"“Segundo Tedros Adhanom, ele é o diretor-geral da OMS, ele disse há poucos dias que não podemos escolher entre economia e vidas. É uma falsa escolha. A pandemia é o alerta de que saúde e economia são inseparáveis. Lá atrás a gente falava, né? A questão do vírus e do desemprego. E devemos tratar os dois ao mesmo tempo e com muita responsabilidade.”","“Segundo Tedros Adhanom, ele é o diretor-geral da OMS, ele disse há poucos dias que não podemos escolher entre economia e vidas. É uma falsa escolha. A pandemia é o alerta de que saúde e economia são inseparáveis. Lá atrás a gente falava, né? A questão do vírus e do desemprego. E devemos tratar os dois ao mesmo tempo e com muita responsabilidade.”",1
"“Agora, há poucos dias, o senhor diretor-geral da OMS declarou que vida e economia não podem ser tratadas de forma dissociada. Entendeu aquilo que falava ali atrás.”","“Agora, há poucos dias, o senhor diretor-geral da OMS declarou que vida e economia não podem ser tratadas de forma dissociada. Entendeu aquilo que falava ali atrás.”",1
“Isso [auxílio emergencial] custa ao Brasil aproximadamente R$ 50 bilhões por mês.”,“Isso [auxílio emergencial] custa ao Brasil aproximadamente R$ 50 bilhões por mês.”,1
"“Agora, há poucos dias, o senhor diretor-geral da OMS declarou que vida e economia não podem ser tratadas de forma dissociada. Entendeu aquilo que falava ali atrás.”","“Agora, há poucos dias, o senhor diretor-geral da OMS declarou que vida e economia não podem ser tratadas de forma dissociada. Entendeu aquilo que falava ali atrás.”",1
"“Bem, veio a decisão do Supremo onde, para mim, Chefe do Executivo, cabia basicamente recursos e meios para estados e municípios enfrentarem a tal da pandemia.”","“Bem, veio a decisão do Supremo onde, para mim, Chefe do Executivo, cabia basicamente recursos e meios para estados e municípios enfrentarem a tal da pandemia.”",1
"“Por que na China quase ninguém morreu, não é? ”","“Por que na China quase ninguém morreu, não é? ”",1
"“Mas, uma coisa é certa, e o senhor sabe disso: a falta de emprego leva à depressão e leva à morte. E o efeito colateral dessas medidas de “fechem tudo”, de forma quase que irracional, por parte de alguns chefes de Executivo, tem levado a isso.”","“Mas, uma coisa é certa, e o senhor sabe disso: a falta de emprego leva à depressão e leva à morte. E o efeito colateral dessas medidas de “fechem tudo”, de forma quase que irracional, por parte de alguns chefes de Executivo, tem levado a isso.”",1
"“E agora chegou uma notícia, parece que é verdadeira, que a China trata com hidroxicloroquina desde fevereiro.”","“E agora chegou uma notícia, parece que é verdadeira, que a China trata com hidroxicloroquina desde fevereiro.”",1
"“(...) Existia sim uma sinalização que, em se ministrando precocemente esse protocolo, vamos assim dizer, a hidroxicloroquina com a azitromicina, as pessoas tinham muito mais chance de sobreviver.”","“(...) Existia sim uma sinalização que, em se ministrando precocemente esse protocolo, vamos assim dizer, a hidroxicloroquina com a azitromicina, as pessoas tinham muito mais chance de sobreviver.”",1
“Eu sei que não tem [comprovação científica a hidroxicloroquina no combate à Covid-19].”,“Eu sei que não tem [comprovação científica a hidroxicloroquina no combate à Covid-19].”,1
"“(...) por isso aquela decisão do Supremo de me alijar, talvez, de participar, o governo federal, no combate ao vírus.”","“(...) por isso aquela decisão do Supremo de me alijar, talvez, de participar, o governo federal, no combate ao vírus.”",1
“Ele tem dado certo pelo Brasil [hidroxicloroquina].”,“Ele tem dado certo pelo Brasil [hidroxicloroquina].”,1
“E quem falou gripezinha foi o Drauzio Varella.”,“E quem falou gripezinha foi o Drauzio Varella.”,1
"“Esse valor pode não ser muito para quem o recebe, mas é muito para o Brasil, que gasta, por mês, R$ 50 bilhões [com o auxílio emergencial].”","“Esse valor pode não ser muito para quem o recebe, mas é muito para o Brasil, que gasta, por mês, R$ 50 bilhões [com o auxílio emergencial].”",1
"“O auxílio emergencial foi bem-vindo, mas ele custa 50 bilhões de reais por ano (...)”","“O auxílio emergencial foi bem-vindo, mas ele custa 50 bilhões de reais por ano (...)”",1
"“São R$ 50 bilhões por mês, para deixar bem claro aqui, tá? [sobre auxílio emergencial]”","“São R$ 50 bilhões por mês, para deixar bem claro aqui, tá? [sobre auxílio emergencial]”",1
"“Você pode ver, Academia Militar das Agulhas Negras (...), Academia da Força Aérea, a Escola Naval, não parou. As suas aulas não pararam.”","“Você pode ver, Academia Militar das Agulhas Negras (...), Academia da Força Aérea, a Escola Naval, não parou. As suas aulas não pararam.”",1
"“""Tem algum médico aí? Eficácia dessa máscara é quase nenhuma”","“""Tem algum médico aí? Eficácia dessa máscara é quase nenhuma”",1
